"TOA5","P304_B","CR1000","19892","CR1000.Std.32.05","CPU:SierraCZ_P304B_20220506.CR1","54211","Sap_Flow_P304B"
"TIMESTAMP","RECORD","Batt_volt","PTemp","TotalSapFlow_a","Vh_Outer_a","Vh_Inner_a","Alpha_Outer_a","Alpha_Inner_a","Beta_Outer_a","Beta_Inner_a","Tmax_Outer_a","Tmax_Inner_a","TotalSapFlow_b","Vh_Outer_b","Vh_Inner_b","Alpha_Outer_b","Alpha_Inner_b","Beta_Outer_b","Beta_Inner_b","Tmax_Outer_b","Tmax_Inner_b","TotalSapFlow_c","Vh_Outer_c","Vh_Inner_c","Alpha_Outer_c","Alpha_Inner_c","Beta_Outer_c","Beta_Inner_c","Tmax_Outer_c","Tmax_Inner_c","TotalSapFlow_d","Vh_Outer_d","Vh_Inner_d","Alpha_Outer_d","Alpha_Inner_d","Beta_Outer_d","Beta_Inner_d","Tmax_Outer_d","Tmax_Inner_d"
"TS","RN","","","L/hr","cm/hr","cm/hr","","","","","secs","secs","L/hr","cm/hr","cm/hr","","","","","secs","secs","L/hr","cm/hr","cm/hr","","","","","secs","secs","L/hr","cm/hr","cm/hr","","","","","secs","secs"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-05-06 08:45:00",0,12.48,21.95,0.275,-0.05,0.92,-0.00495,0.07904,0.1311,-0.06443,15.968,18.607,0.145,-0.16,0.63,-0.01461,0.05372,0.08698,-0.22227,17.23,18.524,-0.146,-0.43,0,-0.03817,0,0.18005,-0.16903,15.151,17.378,0.612,0.11,1.81,0.00973,0.15504,-0.05595,0.05541,18.567,20.376
"2022-05-06 09:00:00",1,12.47,22,0.087,-0.37,0.67,-0.03219,0.05712,0.12492,-0.07431,16.08,18.719,0.056,-0.2,0.39,-0.01787,0.03312,0.08317,-0.22363,17.15,18.705,-0.197,-0.46,-0.13,-0.04065,-0.01195,0.17118,-0.17173,15.521,17.644,0.367,-0.19,1.36,-0.01707,0.11712,-0.05425,0.0543,18.364,20.739
"2022-05-06 09:15:00",2,12.45,22.06,0.184,-0.26,0.86,-0.02291,0.07408,0.13026,-0.06977,16.135,18.671,0.039,-0.25,0.39,-0.02263,0.0333,0.085,-0.22271,17.249,18.545,-0.238,-0.58,-0.13,-0.05053,-0.01187,0.16626,-0.16877,15.524,17.752,0.417,-0.25,1.58,-0.02195,0.1357,-0.05817,0.05443,18.356,20.728
"2022-05-06 09:30:00",3,12.45,22.08,0.165,-0.26,0.8,-0.02313,0.06896,0.12766,-0.06129,16.335,18.715,0.109,-0.1,0.45,-0.00909,0.03872,0.08317,-0.22137,17.255,18.654,-0.156,-0.46,0,-0.04065,0,0.16689,-0.16725,15.572,17.954,0.496,0,1.56,0,0.13353,-0.05249,0.05656,18.72,20.68
"2022-05-06 09:45:00",4,12.45,22.14,0.126,-0.31,0.73,-0.02707,0.0623,0.13044,-0.06541,16.139,18.78,0.039,-0.25,0.39,-0.02221,0.03312,0.08108,-0.22271,17.56,18.7,-0.255,-0.63,-0.13,-0.05467,-0.01179,0.15836,-0.17259,15.524,17.75,0.375,-0.24,1.44,-0.02159,0.12346,-0.05997,0.04958,18.355,20.729
"2022-05-06 10:00:00",5,12.45,22.19,0.148,-0.31,0.8,-0.02755,0.06858,0.1287,-0.06323,16.396,18.518,-0.034,-0.4,0.32,-0.03543,0.02768,0.08094,-0.22319,17.257,18.553,-0.276,-0.69,-0.13,-0.06001,-0.01187,0.15868,-0.16689,15.629,17.598,0.415,-0.19,1.51,-0.01719,0.12919,-0.05259,0.05675,18.667,20.784
"2022-05-13 13:45:00",6,12.83,19.7,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 14:15:00",7,12.86,17.34,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 14:30:00",8,12.94,16.39,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 14:45:00",9,12.97,15.87,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 15:00:00",10,13.03,15.26,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 15:15:00",11,13,15.6,17.166,4.65,39.47,0.42852,1.2761,0.39681,1.19013,46.252,36.594,3.357,0.47,8.19,0.04354,0.75407,0.03192,0.76051,56.303,42.094,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 15:30:00",12,13.02,15.68,17.042,4.5,39.31,0.41492,1.2921,0.38741,1.19711,46.579,36.657,3.316,0.38,8.18,0.03498,0.75339,0.01932,0.75958,56.064,41.023,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 15:45:00",13,13.03,15.51,16.902,4.49,38.96,0.41353,1.29767,0.38464,1.20643,47.317,36.821,3.41,0.43,8.37,0.03968,0.77149,0.02634,0.76841,56.569,41.513,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 16:00:00",14,13.04,15.36,16.422,4.43,37.78,0.40778,1.27711,0.37928,1.17914,46.631,37.384,3.143,0.13,8,0.01188,0.73738,0.0046,0.74347,58.346,42.202,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 16:15:00",15,13.04,15.46,16.591,4.25,38.41,0.39174,1.24317,0.36914,1.16125,46.905,37.084,3.364,0.45,8.23,0.04118,0.75817,0.02828,0.75485,57.694,42.075,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 16:30:00",16,13.04,15.48,16.241,4.16,37.6,0.3833,1.22525,0.35823,1.14184,46.552,37.458,3.358,0.51,8.15,0.04728,0.75058,0.0336,0.75043,56.855,41.807,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 16:45:00",17,13.04,15.31,16.554,4.19,38.38,0.38564,1.22039,0.36032,1.1339,46.086,37.093,3.379,0.56,8.15,0.05202,0.75087,0.0359,0.74844,56.52,42.137,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 17:00:00",18,13.03,15.04,16.995,4.09,39.63,0.37711,1.18671,0.34921,1.10653,46.765,36.525,3.147,0.29,7.84,0.02676,0.72197,0.01416,0.72318,57.049,41.991,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 17:15:00",19,13.03,14.8,16.713,4.08,38.91,0.37596,1.17615,0.34921,1.09465,46.518,36.847,3.238,0.35,8.01,0.03192,0.7378,0.02142,0.73472,56.392,42.993,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 17:30:00",20,13.02,14.59,16.658,3.75,39.12,0.34524,1.10371,0.3215,1.03125,46.415,36.744,3.161,0.38,7.78,0.03498,0.71703,0.02168,0.71411,55.853,42.615,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 17:45:00",21,13,14.32,5.89,3.64,11.35,0.33498,1.04535,0.30974,0.98154,45.891,37.885,3.109,0.44,7.58,0.04036,0.69845,0.02439,0.6978,56.109,42.714,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 18:00:00",22,12.99,14.04,5.695,3.55,10.94,0.32692,1.00759,0.30294,0.94783,46.153,37.314,3.058,0.42,7.47,0.03843,0.68784,0.02212,0.68378,55.857,42.306,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 18:15:00",23,12.98,13.75,5.328,3.29,10.27,0.30287,0.94636,0.28384,0.89677,45.795,37.371,2.895,0.38,7.09,0.03533,0.65349,0.01944,0.64856,56.393,42.991,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 18:30:00",24,12.97,13.45,4.991,3.09,9.61,0.2843,0.88492,0.267,0.83901,46.213,37.791,2.774,0.33,6.83,0.03046,0.6293,0.01704,0.62006,55.971,42.986,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 18:45:00",25,12.95,13.14,4.403,2.77,8.43,0.25538,0.777,0.23622,0.74669,46.737,37.634,2.496,0.22,6.23,0.02026,0.57381,0.00978,0.57034,55.783,43.208,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 19:00:00",26,12.94,12.81,3.867,2.41,7.43,0.22183,0.68422,0.21116,0.6615,45.815,38.22,2.319,0.22,5.77,0.02039,0.53118,0.00738,0.53426,56.154,43.579,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 19:15:00",27,12.93,12.46,3.381,2.13,6.47,0.1959,0.5959,0.19067,0.58624,45.544,38.367,2.097,0.14,5.28,0.01283,0.48662,0.00244,0.48648,55.961,43.541,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 19:30:00",28,12.92,12.12,3.019,1.91,5.77,0.17634,0.53124,0.16748,0.52958,45.884,38.13,1.879,0.11,4.75,0.01032,0.43781,0,0.44274,55.618,44.286,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 19:45:00",29,12.91,11.68,2.713,1.74,5.16,0.16022,0.4753,0.15497,0.476,45.988,37.299,1.685,0.06,4.3,0.00522,0.39612,-0.00503,0.39848,55.465,44.286,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 20:00:00",30,12.9,11.22,2.41,1.54,4.59,0.14221,0.42266,0.1409,0.4325,45.466,37.036,1.463,0,3.79,0,0.34934,-0.00763,0.35383,54.36,43.186,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 20:15:00",31,12.89,10.65,2.17,1.38,4.14,0.12728,0.3811,0.1246,0.39398,44.635,37.298,1.25,-0.05,3.29,-0.00535,0.30324,-0.01023,0.31254,54.975,42.542,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 20:30:00",32,12.88,10.04,1.974,1.26,3.76,0.1163,0.3465,0.11804,0.35956,44.962,37.205,1.126,-0.05,2.97,-0.00529,0.27322,-0.01523,0.28268,54.453,43.37,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 20:45:00",33,12.88,9.48,1.752,1.05,3.41,0.09646,0.31442,0.10362,0.32998,44.8,36.785,0.947,-0.1,2.56,-0.01033,0.23592,-0.01739,0.25392,55.295,42.702,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 21:00:00",34,12.87,9.03,1.586,0.94,3.1,0.08648,0.2853,0.09501,0.31176,46.425,36.744,0.823,-0.13,2.27,-0.01287,0.20868,-0.01739,0.22622,54.884,42.707,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 21:15:00",35,12.86,8.7,1.49,0.93,2.86,0.08568,0.2638,0.09169,0.2907,46.316,37.312,0.732,-0.18,2.09,-0.01787,0.19271,-0.01975,0.21242,55.567,43.389,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 21:30:00",36,12.86,8.44,1.406,0.85,2.73,0.07786,0.2518,0.08723,0.27763,46.269,37.835,0.719,-0.1,1.97,-0.01045,0.18162,-0.01509,0.20238,54.613,44.26,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 21:45:00",37,12.85,8.23,1.32,0.81,2.55,0.07452,0.23517,0.08152,0.26756,45.554,37.117,0.645,-0.13,1.81,-0.01297,0.16642,-0.02001,0.18547,55.65,43.476,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 22:00:00",38,12.85,8.06,1.264,0.75,2.47,0.06943,0.22778,0.07959,0.25836,46.545,37.273,0.589,-0.19,1.73,-0.01827,0.15942,-0.02009,0.17853,54.819,42.488,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 22:15:00",39,12.84,7.927,1.177,0.68,2.32,0.0622,0.21392,0.07051,0.24342,45.883,37.287,0.531,-0.21,1.6,-0.02031,0.14714,-0.02455,0.17164,55.545,44.048,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 22:30:00",40,12.83,7.839,1.135,0.67,2.22,0.06185,0.20481,0.07311,0.23248,46.251,36.974,0.508,-0.21,1.54,-0.02013,0.14148,-0.02435,0.15994,55.327,43.417,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 22:45:00",41,12.83,7.839,1.115,0.67,2.17,0.0615,0.20024,0.07009,0.23556,47.441,37.494,0.505,-0.18,1.5,-0.01765,0.13803,-0.02201,0.16048,56.162,44.406,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 23:00:00",42,12.82,7.862,1.068,0.64,2.08,0.05918,0.19201,0.07051,0.22545,46.032,37.853,0.461,-0.21,1.42,-0.02041,0.13052,-0.02463,0.14676,55.708,43.792,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 23:15:00",43,12.82,7.905,1.069,0.66,2.06,0.06078,0.18985,0.06878,0.22312,45.98,37.125,0.437,-0.24,1.39,-0.02333,0.12844,-0.02743,0.15145,55.504,44.319,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 23:30:00",44,12.81,7.882,1.068,0.64,2.08,0.05896,0.19201,0.06766,0.22236,46.761,37.073,0.446,-0.21,1.38,-0.02031,0.12748,-0.02211,0.1441,55.86,44.104,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-13 23:45:00",45,12.81,7.905,1.024,0.58,2.03,0.0531,0.18679,0.06766,0.22156,45.934,37.911,0.445,-0.24,1.41,-0.02271,0.13007,-0.02689,0.14992,55.487,43.315,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 00:00:00",46,12.81,7.95,1.032,0.6,2.03,0.05547,0.18679,0.06448,0.21849,45.243,37.068,0.442,-0.21,1.37,-0.02013,0.12658,-0.02447,0.14725,55.845,44.77,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 00:15:00",47,12.8,8.02,1.035,0.57,2.07,0.05276,0.19044,0.06211,0.22156,45.837,37.814,0.47,-0.18,1.41,-0.01771,0.13007,-0.02451,0.15044,55.969,43.95,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 00:30:00",48,12.8,8.1,1.037,0.61,2.03,0.05612,0.18679,0.06243,0.21849,46.76,37.905,0.426,-0.21,1.33,-0.02033,0.12262,-0.02463,0.14725,55.656,44.576,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 00:45:00",49,12.8,8.23,0.993,0.58,1.95,0.05342,0.17932,0.06256,0.21222,45.932,37.338,0.492,-0.21,1.5,-0.02043,0.13803,-0.02471,0.15784,56.003,44.405,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 01:00:00",50,12.79,8.37,1.004,0.56,2,0.05184,0.18452,0.0614,0.22082,46.968,37.695,0.481,-0.18,1.44,-0.01721,0.13252,-0.02157,0.15309,57.182,44.756,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 01:15:00",51,12.79,8.57,1.087,0.63,2.14,0.05814,0.19704,0.06989,0.22857,47.081,37.965,0.498,-0.26,1.57,-0.02515,0.14441,-0.02435,0.16732,56.669,44.5,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 01:30:00",52,12.79,8.75,1.107,0.63,2.19,0.05845,0.2015,0.0647,0.23166,45.723,37.961,0.543,-0.18,1.6,-0.01745,0.14785,-0.02187,0.16732,56.702,44.123,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 01:45:00",53,12.79,8.92,1.13,0.64,2.24,0.05932,0.20598,0.06822,0.23946,46.078,37.641,0.578,-0.18,1.69,-0.01783,0.15528,-0.02215,0.17417,55.103,44.599,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 02:00:00",54,12.78,9.03,1.182,0.71,2.3,0.06529,0.21219,0.07635,0.24426,45.706,36.853,0.582,-0.18,1.7,-0.01777,0.157,-0.01967,0.17853,56.45,43.866,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 02:15:00",55,12.78,9.1,1.216,0.69,2.41,0.06392,0.22222,0.07248,0.24956,46.58,37.052,0.671,-0.15,1.9,-0.01511,0.17484,-0.01957,0.1955,56.103,44.506,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 02:30:00",56,12.78,9.19,1.261,0.76,2.45,0.06998,0.22586,0.07806,0.25263,46.326,38.307,0.683,-0.15,1.93,-0.01509,0.17825,-0.01711,0.19861,56.275,44.944,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 02:45:00",57,12.78,9.32,1.328,0.83,2.55,0.07671,0.23494,0.08128,0.26756,46.577,37.885,0.705,-0.18,2.02,-0.01787,0.18642,-0.01973,0.21002,55.215,44.034,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 03:00:00",58,12.78,9.44,1.37,0.8,2.69,0.07384,0.24774,0.08413,0.27458,46.477,37.21,0.74,-0.19,2.12,-0.01803,0.19538,-0.01989,0.2146,55.624,44.291,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 03:15:00",59,12.78,9.46,1.442,0.87,2.8,0.08002,0.25806,0.08698,0.27958,46.324,37.889,0.783,-0.16,2.2,-0.01539,0.20292,-0.01733,0.22082,56.036,44.026,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 03:30:00",60,12.77,9.46,1.461,0.87,2.85,0.08048,0.26271,0.08744,0.29069,46.659,38.379,0.787,-0.16,2.21,-0.01547,0.20371,-0.02237,0.22156,56.29,43.969,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 03:45:00",61,12.77,9.44,1.476,0.87,2.89,0.08027,0.26628,0.08723,0.28971,46.476,38.615,0.799,-0.16,2.24,-0.01529,0.20634,-0.01727,0.22778,56.544,44.799,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 04:00:00",62,12.77,9.41,1.518,0.86,3.01,0.07928,0.27704,0.08654,0.30385,46.091,37.817,0.849,-0.15,2.36,-0.01509,0.21728,-0.01959,0.23086,55.371,43.62,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 04:15:00",63,12.77,9.39,1.603,0.97,3.11,0.0896,0.2865,0.09292,0.31096,45.684,37.669,0.904,-0.13,2.48,-0.01275,0.22818,-0.01967,0.24476,55.664,44.744,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 04:30:00",64,12.77,9.37,1.736,1.05,3.37,0.09646,0.31046,0.09899,0.3305,45.478,37.462,0.962,-0.13,2.63,-0.01299,0.24268,-0.01497,0.26052,55.773,44.023,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 04:45:00",65,12.77,9.32,1.766,1.01,3.49,0.09281,0.32193,0.09913,0.34236,47.199,37.515,0.969,-0.13,2.65,-0.01261,0.24418,-0.01713,0.26267,56.498,45.578,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 05:00:00",66,12.77,9.35,1.858,1.12,3.61,0.10286,0.33234,0.10562,0.35123,46.21,38.766,1.008,-0.13,2.75,-0.01253,0.25317,-0.01947,0.26778,55.676,45.851,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 05:15:00",67,12.77,9.39,1.886,1.16,3.64,0.10662,0.33507,0.10589,0.3554,47.119,38.43,1.012,-0.13,2.76,-0.01269,0.25414,-0.01721,0.26874,55.418,45.07,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 05:30:00",68,12.77,9.44,1.964,1.18,3.82,0.10904,0.35174,0.11136,0.37092,46.787,37.676,1.098,-0.1,2.95,-0.01023,0.2713,-0.01481,0.28365,55.936,44.183,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 05:45:00",69,12.77,9.5,2.073,1.21,4.07,0.1119,0.37528,0.11648,0.39111,47.034,38.606,1.18,-0.05,3.11,-0.00511,0.28656,-0.00739,0.2986,56.522,46.017,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 06:00:00",70,12.77,9.57,2.196,1.33,4.26,0.12292,0.392,0.12664,0.40835,46.933,37.929,1.216,-0.02,3.17,-0.00253,0.292,-0.00491,0.30366,56.463,46.114,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 06:15:00",71,12.77,9.64,2.432,1.5,4.69,0.13785,0.4323,0.13498,0.44556,46.519,38.92,1.346,-0.05,3.54,-0.00511,0.32566,-0.00985,0.3376,57.546,44.702,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-05-14 06:30:00",72,12.77,9.71,2.894,1.73,5.64,0.15952,0.51947,0.15536,0.52084,47.146,38.974,1.582,-0.02,4.12,-0.00245,0.37924,-0.00961,0.38985,57.866,45.023,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
