"TOA5","P304_B","CR1000","19892","CR1000.Std.32.05","CPU:SierraCZ_P304B_20220506.CR1","54211","Sap_Flow_P304B"
"TIMESTAMP","RECORD","Batt_volt","PTemp","TotalSapFlow_a","Vh_Outer_a","Vh_Inner_a","Alpha_Outer_a","Alpha_Inner_a","Beta_Outer_a","Beta_Inner_a","Tmax_Outer_a","Tmax_Inner_a","TotalSapFlow_b","Vh_Outer_b","Vh_Inner_b","Alpha_Outer_b","Alpha_Inner_b","Beta_Outer_b","Beta_Inner_b","Tmax_Outer_b","Tmax_Inner_b","TotalSapFlow_c","Vh_Outer_c","Vh_Inner_c","Alpha_Outer_c","Alpha_Inner_c","Beta_Outer_c","Beta_Inner_c","Tmax_Outer_c","Tmax_Inner_c","TotalSapFlow_d","Vh_Outer_d","Vh_Inner_d","Alpha_Outer_d","Alpha_Inner_d","Beta_Outer_d","Beta_Inner_d","Tmax_Outer_d","Tmax_Inner_d"
"TS","RN","","","L/hr","cm/hr","cm/hr","","","","","secs","secs","L/hr","cm/hr","cm/hr","","","","","secs","secs","L/hr","cm/hr","cm/hr","","","","","secs","secs","L/hr","cm/hr","cm/hr","","","","","secs","secs"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-06-10 23:30:00",2732,13.04,16.54,1.127,1.34,1.48,0.12326,0.13616,-99,-99,13.292,-99,0.672,-0.13,1.88,-0.01253,0.17289,-0.01213,0.18409,55.556,37.74,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-10 23:45:00",2733,13.04,16.51,142.049,205.04,147.86,0.71641,-99,1.67123,1.89033,11.881,15.258,0.704,-0.1,1.93,-0.01027,0.17757,-0.00987,0.18762,54.511,38.618,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 00:00:00",2734,13.02,16.51,41.796,6.89,100.86,0.63444,0.95975,0.94433,1.07955,21.914,20.304,0.69,-0.16,1.96,-0.01539,0.18096,-0.01239,0.19772,53.278,37.8,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 00:15:00",2735,13.02,16.54,5.497,5.28,8.57,0.48639,0.78973,0.646,0.67314,25.176,23.825,0.687,-0.13,1.92,-0.01277,0.17694,-0.01231,0.1912,54.566,38.103,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 00:30:00",2736,13.01,16.56,5.866,5.52,9.27,0.50894,0.85369,0.83417,0.75947,24.3,21.704,0.715,-0.1,1.96,-0.01033,0.18096,-0.01493,0.1918,53.936,39.136,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 00:45:00",2737,13.01,16.59,82.145,198.24,-99,0.56774,-99,1.21866,0.90655,12.195,27.886,0.707,-0.13,1.97,-0.01311,0.18162,-0.01255,0.1954,53.421,37.687,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 01:00:00",2738,13.01,16.56,56.147,135.5,-99,0.54202,-99,1.31238,-99,16.303,20.357,0.704,-0.1,1.93,-0.01029,0.17825,-0.01237,0.19246,54.467,37.896,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 01:15:00",2739,13,16.54,3.053,3.12,4.56,0.28766,0.42008,0.26028,-0.01159,31.675,22.428,0.694,-0.16,1.97,-0.01541,0.18162,-0.01237,0.19246,54.825,38.262,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 01:30:00",2740,13,16.54,2.213,2.2,3.37,0.20279,0.31076,0.82381,0.41047,12.142,32.663,0.738,-0.13,2.05,-0.01303,0.18908,-0.01001,0.199,54.352,38.62,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 01:45:00",2741,12.99,16.51,103.298,108.4,151.21,-99,-99,1.55937,1.65626,19.261,15.001,0.711,-0.13,1.98,-0.01293,0.18233,-0.01247,0.19607,53.954,39.152,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 02:00:00",2742,12.99,16.49,2.367,3.14,2.76,0.28888,0.25395,0.1923,-0.14859,28.206,17.708,0.707,-0.13,1.97,-0.01293,0.18162,-0.00997,0.19607,53.315,39.086,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 02:15:00",2743,12.99,16.46,124.095,194.76,112.39,0.443,0.87994,1.27443,1.14511,12.359,18.754,0.711,-0.13,1.98,-0.01299,0.18233,-0.00999,0.1997,54.233,38.605,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 02:30:00",2744,12.98,16.44,57.375,11.16,136.63,1.02822,-99,0.98156,1.09975,23.793,16.203,0.738,-0.1,2.02,-0.01043,0.18642,-0.00755,0.20328,53.932,39.134,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 02:45:00",2745,12.98,16.39,3.221,3.17,4.94,0.29247,0.4555,0.49877,0.28037,26.329,24.147,0.687,-0.16,1.95,-0.01571,0.17958,-0.01507,0.19372,53.995,37.688,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 03:00:00",2746,12.98,16.29,54.539,131.62,-99,-99,-99,1.9149,-99,16.67,16.826,0.741,-0.13,2.06,-0.01293,0.18981,-0.01245,0.19607,53.632,39.557,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 03:15:00",2747,12.97,16.22,0.165,0.23,0.18,0.02096,0.01661,0.27557,-0.01253,12.924,77.662,0.801,-0.08,2.16,-0.00787,0.19878,-0.01255,0.20101,53.23,38.425,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 03:30:00",2748,12.97,16.14,0.023,0.28,-0.24,0.02538,-0.02271,0.05998,-0.03859,12.043,55.024,0.796,-0.1,2.17,-0.01041,0.19952,-0.01001,0.20467,54.509,38.619,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 03:45:00",2749,12.97,16.09,-99,-99,-99,-99,-99,-99,-99,6.33,-99,0.794,-0.05,2.11,-0.00519,0.19467,-0.00745,0.2106,54.359,38.728,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 04:00:00",2750,12.96,16.04,-99,-99,-99,-99,-99,0.42214,0.37694,19.366,19.418,0.776,-0.13,2.15,-0.01311,0.19804,-0.01253,0.20698,53.484,38.007,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 04:15:00",2751,12.96,15.97,48.176,64.44,55.62,-99,-99,1.04804,1.74313,27.64,30.29,0.765,-0.13,2.12,-0.01313,0.19538,-0.01011,0.20398,53.325,38.108,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 04:30:00",2752,12.96,15.9,42.934,100.09,3.78,0.07172,0.34831,1.11462,-99,20.418,18.65,0.773,-0.1,2.11,-0.01033,0.19392,-0.00751,0.20328,52.706,38.737,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 04:45:00",2753,12.96,15.85,41.749,40.04,65.16,3.68886,-99,0.63546,1.09921,27.957,27.438,0.82,-0.1,2.23,-0.01045,0.20558,-0.01011,0.21358,54.154,38.519,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 05:00:00",2754,12.96,15.8,3.593,8.67,-99,0.79887,-99,0.80193,0.91023,16.255,14.746,0.764,-0.16,2.15,-0.01553,0.19804,-0.01495,0.20398,53.117,38.317,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 05:15:00",2755,12.96,15.73,79.14,179.79,12.02,0.49673,1.10757,1.78248,-99,13.14,25.771,0.745,-0.13,2.07,-0.01303,0.19052,-0.01255,0.2076,53.43,38.524,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 05:30:00",2756,12.96,15.68,63.591,150.53,3.15,0.29256,0.28993,1.14479,0.46445,15.056,25.761,0.719,-0.1,1.97,-0.01033,0.18162,-0.01245,0.19311,54.668,38.102,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 05:45:00",2757,12.96,15.65,69.503,161.33,6.87,0.3805,0.63248,1.08392,0.90767,14.277,25.657,0.758,-0.1,2.07,-0.01041,0.19052,-0.01001,0.20101,53.901,38.165,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 06:00:00",2758,12.95,15.63,67.145,162.04,-99,0.44822,-99,1.23017,-99,14.229,22.441,0.99,-0.08,2.65,-0.00787,0.24418,-0.00755,0.2409,54.997,40.191,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 06:15:00",2759,12.95,15.6,0.211,0.65,-0.15,0.05974,-0.01429,0.26848,-0.00543,15.521,71.118,1.352,0.03,3.47,0.00256,0.31924,0,0.30294,53.862,38.535,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 06:30:00",2760,12.95,15.58,3.512,4.06,4.74,0.37404,0.43632,0.41081,0.40364,27.112,26.177,1.506,0,3.9,0,0.35893,0,0.33926,55.096,39.616,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 06:45:00",2761,12.96,15.55,4.087,4.31,5.96,0.39679,0.54888,0.56823,0.29059,24.934,19.581,1.549,0.03,3.98,0.00252,0.36702,-0.00245,0.35155,55.259,40.194,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 07:00:00",2762,12.97,15.6,3.629,3.67,5.46,0.33785,0.50309,0.35976,0.10934,27.786,19.523,1.561,0.03,4.01,0.0025,0.36904,0,0.35082,55.44,39.551,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 07:15:00",2763,13,15.75,-1.423,-1.6,-1.97,-0.14795,-0.18259,-0.31813,-0.47511,72.143,71.623,1.72,0.08,4.37,0.0075,0.40244,0.00487,0.38421,56.026,40.812,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 07:30:00",2764,13.04,15.97,-99,-99,-99,-99,-99,-1.41304,-2.62027,22.974,12.232,1.897,0.18,4.72,0.01678,0.43504,0.00933,0.4107,56.962,40.912,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 07:45:00",2765,13.07,16.34,-4.104,-2.75,-7.68,-0.25415,-0.70801,-0.24753,-0.54033,36.814,31.731,2.146,0.53,4.99,0.04913,0.4595,-99,0.45404,-99,43.024,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 08:00:00",2766,13.24,16.98,-1.734,-3.18,-1.08,-0.29377,-0.10073,-99,-99,-99,-99,2.132,0.03,5.49,0.00266,0.50542,0.0025,0.48608,52.052,41.979,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 08:15:00",2767,13.25,17.54,-1.57,-2.58,-1.3,-0.23817,-0.12065,-0.38941,-0.14255,68.877,78.052,2.382,0.27,5.88,0.02508,0.54127,-99,0.52429,-99,41.645,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 08:30:00",2768,13.46,18.02,-99,-99,-99,-99,-99,-1.62756,-2.17707,31.517,31.827,2.092,0.12,5.29,0.0112,0.48717,0.00872,0.51494,56.028,44.88,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 08:45:00",2769,13.68,18.71,-5.141,-12.41,-22.54,-1.14389,-2.07776,-1.81368,-2.49475,62.795,62.432,2.503,0.05,6.43,0.00499,0.5927,0.00473,0.58136,53.227,39.852,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 09:00:00",2770,14.23,19.63,-1.503,3.2,-7.33,0.29498,-0.67577,-1.00941,-1.63096,46.107,28.851,2.52,0.49,6,0.04538,0.55279,-99,0.58678,-99,45.219,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 09:15:00",2771,14.17,22.56,-99,-99,-99,-99,-99,-0.64875,-0.87081,27.475,21.833,2.709,0.62,6.35,0.05692,0.58474,0.04752,0.61878,63.324,42.951,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 09:30:00",2772,14.08,25.31,-99,-99,-99,-99,-99,-0.70981,-0.78749,24.865,21.451,2.694,0.37,6.58,0.03396,0.60582,0.03046,0.63376,54.11,41.848,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 09:45:00",2773,14.01,27.34,-99,-99,-99,-99,-99,-1.11641,-99,39.549,-99,3.559,0.25,8.95,0.02316,0.82418,0.0154,0.71149,48.223,37.768,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 10:00:00",2774,13.85,28.79,1.358,2.68,0.64,0.2465,0.05874,-0.13791,-0.18311,66.93,67.084,3.226,0.34,7.99,0.03106,0.73637,0.03082,0.69899,64.72,40.211,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 10:15:00",2775,13.69,29.85,-99,-99,-99,-99,-99,-1.35225,-1.82324,33.13,33.182,3.045,0.38,7.48,0.03493,0.68873,-99,0.69702,-99,40.381,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 10:30:00",2776,13.57,30.64,2.78,4.78,2.07,0.44008,0.19025,-0.01771,0.11708,69.028,68.097,3.175,0.47,7.72,0.04318,0.71125,0.04038,0.70695,59.362,40.258,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 10:45:00",2777,13.53,31.05,-99,-99,-99,-99,-99,-2.98626,-99,34.61,-99,3.664,1.1,8.31,0.10098,0.76531,0.06422,0.70367,51.531,38.204,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 11:00:00",2778,13.53,31.23,-99,-99,-99,-99,-99,-1.20017,-1.60528,45.483,48.537,3.724,0.76,8.83,0.06958,0.81343,0.05924,0.73797,59.006,38.903,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 11:15:00",2779,13.53,31.09,-4.292,-4.37,-6.43,-0.40329,-0.59281,-1.09777,-1.29457,32.673,32.569,3.387,0.3,8.45,0.0275,0.77839,0.02447,0.72851,56.507,39.03,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 11:30:00",2780,13.53,30.46,-99,-99,-99,-99,-99,-99,-99,-99,-99,3.54,0.52,8.61,0.04786,0.79292,0.03909,0.72717,55.677,38.613,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 11:45:00",2781,13.56,29.72,-3.026,-2.61,-5.04,-0.24173,-0.46517,-99,-99,-99,-99,3.649,0.56,8.85,0.05167,0.81527,0.04226,0.73775,54.847,39.028,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 12:00:00",2782,13.56,29.58,-99,-99,-99,-99,-99,-0.70757,-0.88669,6.621,5.274,3.812,0.85,8.96,0.0786,0.82523,0.06206,0.73943,52.639,38.878,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 12:15:00",2783,13.56,29.55,-10.804,-6.76,-20.73,-0.62375,-1.91028,-99,-99,-99,-99,3.677,0.59,8.89,0.0543,0.81895,0.04096,0.7374,55.426,38.343,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 12:30:00",2784,13.56,29.58,-99,-99,-99,-99,-99,-0.52999,-1.56056,16.371,33.845,3.678,0.62,8.86,0.05698,0.81647,0.04472,0.73099,53.079,38.471,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 12:45:00",2785,13.56,29.32,-99,-99,-99,-99,-99,-0.76317,-99,59.444,59.34,3.963,1,9.19,0.09166,0.84645,0.06947,0.75685,54.109,38.674,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 13:00:00",2786,13.58,28.62,-99,-99,-99,-99,-99,-0.44601,-0.93333,20.204,19.945,3.817,0.77,9.06,0.07096,0.83417,0.05124,0.74603,55.092,38.417,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 13:15:00",2787,13.6,27.85,-99,-99,-99,-99,-99,-0.58827,-0.03283,7.556,6.054,3.802,0.65,9.15,0.05947,0.84325,0.04574,0.76241,54.937,39.348,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 13:30:00",2788,13.6,27.03,-1.076,-1.35,-1.34,-0.12523,-0.12433,-1.20117,-1.47908,17.922,18.077,3.839,0.73,9.16,0.06712,0.84399,0.05529,0.75605,55.362,38.266,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 13:45:00",2789,13.6,26.28,-1.632,-1.49,-2.63,-0.13773,-0.24283,-1.13885,-1.12081,57.471,57.521,3.761,0.58,9.12,0.05318,0.84002,0.04252,0.7601,55.352,38.834,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 14:00:00",2790,13.59,25.7,-0.028,0.05,-0.13,0.00436,-0.01319,0.0074,-0.00917,67.668,67.824,3.777,0.58,9.16,0.05378,0.84399,0.03746,0.76471,55.161,37.654,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 14:15:00",2791,13.58,25.37,-99,-99,-99,-99,-99,-0.69541,-0.99785,29.626,37.246,3.852,0.63,9.3,0.05796,0.85707,0.04624,0.77521,55.299,38.469,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 14:30:00",2792,13.57,25.22,-4.046,-4.14,-6.04,-0.38257,-0.55731,-99,-99,-99,-99,3.746,0.58,9.08,0.0533,0.83605,0.04484,0.7705,55.192,38.93,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 14:45:00",2793,13.56,25.1,-5.104,-4.39,-8.51,-0.40549,-0.78501,-0.83149,-1.20005,19.894,19.79,3.856,0.66,9.28,0.0606,0.85465,0.04952,0.77758,56.9,38.726,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 15:00:00",2794,13.55,24.98,-2.504,-2.72,-3.57,-0.25121,-0.32959,-0.98445,-1.01101,34.765,34.919,3.715,0.56,9.02,0.05136,0.83119,0.0429,0.7601,56.291,38.8,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 15:15:00",2795,13.54,24.98,-0.005,0.06,-0.08,0.00512,-0.00821,0.01422,0.00714,77.494,78.894,3.743,0.49,9.17,0.04556,0.84485,0.03608,0.76504,53.627,38.613,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 15:30:00",2796,13.54,24.89,-99,-99,-99,-99,-99,-99,-99,4.391,4.131,3.807,0.69,9.12,0.06318,0.84002,0.05196,0.77721,55.701,39.288,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 15:45:00",2797,13.54,25.19,0.291,0.46,0.26,0.04277,0.02355,-0.10663,-0.06817,43.943,46.742,3.748,0.52,9.15,0.04774,0.84325,0.03672,0.76882,55.508,38.004,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 16:00:00",2798,13.53,25.31,-99,-99,-99,-99,-99,-1.16981,-99,58.507,58.403,3.701,0.49,9.06,0.04472,0.83437,0.03886,0.76643,56.329,37.736,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 16:15:00",2799,13.53,25.37,-3.728,-9,-99,-0.83001,-99,-1.03857,-1.63612,49.754,50.066,3.755,0.64,9.04,0.05864,0.83265,0.04454,0.75633,55.643,38.297,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 16:30:00",2800,13.51,25.34,-0.58,-0.46,-1.01,-0.04337,-0.09377,-0.37463,-0.65973,52.391,56.432,3.632,0.5,8.87,0.0457,0.81717,0.0348,0.73758,55.201,38.936,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 16:45:00",2801,13.5,25.19,-9.707,-7.72,-16.86,-0.71233,-1.55444,-1.18569,-1.4278,12.844,12.586,3.621,0.54,8.8,0.0497,0.81091,0.03654,0.74174,56.091,38.998,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 17:00:00",2802,13.49,25.1,-10.498,-6.07,-20.68,-0.55967,-1.90576,-1.21065,-1.78036,43.95,8.748,3.686,0.63,8.87,0.0578,0.81717,0.0441,0.74627,55.262,38.994,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 17:15:00",2803,13.47,24.95,-99,-99,-99,-99,-99,-1.8144,-2.45559,35.404,35.457,3.685,0.62,8.88,0.05698,0.81847,0.04738,0.74439,54.279,39.256,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 17:30:00",2804,13.45,24.72,-6.635,-5.98,-10.77,-0.55223,-0.99281,-1.05981,-1.64544,26.531,32.805,3.583,0.56,8.68,0.05167,0.79962,0.03772,0.72537,53.828,38.645,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"2022-06-11 17:45:00",2805,13.42,24.45,-4.545,-10.97,-99,-1.01117,-99,-1.56344,-2.09471,18.661,10.257,3.537,0.56,8.56,0.05178,0.78843,0.04014,0.71889,54.451,39.165,"NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
